write in src/date/out.csv,3 6 2020 20:07
write in src/date/out.csv,3 6 2020 20:07
read from src/date/medici.csv,3 6 2020 20:07
read from src/date/medici.csv,3 6 2020 20:07
read from src/date/angajati.csv,3 6 2020 20:07
read from src/date/pacienti.csv,3 6 2020 20:07
read from src/date/pacienti.csv,3 6 2020 20:07
read from src/date/programari.csv,3 6 2020 20:07
read from src/date/programari.csv,3 6 2020 20:07
read from src/date/programari.csv,3 6 2020 20:07
read from src/date/programari.csv,3 6 2020 20:07
write in src/date/out.csv,3 6 2020 20:07
write in src/date/out.csv,3 6 2020 20:07
read from src/date/medici.csv,3 6 2020 20:08
read from src/date/medici.csv,3 6 2020 20:08
read from src/date/angajati.csv,3 6 2020 20:08
read from src/date/pacienti.csv,3 6 2020 20:08
read from src/date/pacienti.csv,3 6 2020 20:08
read from src/date/programari.csv,3 6 2020 20:08
read from src/date/programari.csv,3 6 2020 20:08
read from src/date/programari.csv,3 6 2020 20:08
read from src/date/programari.csv,3 6 2020 20:08
write in src/date/out.csv,3 6 2020 20:08
write in src/date/out.csv,3 6 2020 20:08
read from src/date/medici.csv,3 6 2020 20:09
read from src/date/medici.csv,3 6 2020 20:09
read from src/date/angajati.csv,3 6 2020 20:09
read from src/date/pacienti.csv,3 6 2020 20:09
read from src/date/pacienti.csv,3 6 2020 20:09
read from src/date/programari.csv,3 6 2020 20:09
read from src/date/programari.csv,3 6 2020 20:09
read from src/date/programari.csv,3 6 2020 20:09
read from src/date/programari.csv,3 6 2020 20:09
write in src/date/out.csv,3 6 2020 20:09
write in src/date/out.csv,3 6 2020 20:09
read from src/date/medici.csv,3 6 2020 20:10
read from src/date/medici.csv,3 6 2020 20:10
read from src/date/angajati.csv,3 6 2020 20:10
read from src/date/pacienti.csv,3 6 2020 20:10
read from src/date/pacienti.csv,3 6 2020 20:10
read from src/date/programari.csv,3 6 2020 20:10
read from src/date/programari.csv,3 6 2020 20:10
read from src/date/programari.csv,3 6 2020 20:10
read from src/date/programari.csv,3 6 2020 20:10
write in src/date/out.csv,3 6 2020 20:10
write in src/date/out.csv,3 6 2020 20:10
read from src/date/medici.csv,3 6 2020 20:13
read from src/date/medici.csv,3 6 2020 20:13
read from src/date/angajati.csv,3 6 2020 20:13
read from src/date/pacienti.csv,3 6 2020 20:13
read from src/date/pacienti.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
write in src/date/out.csv,3 6 2020 20:13
write in src/date/out.csv,3 6 2020 20:13
read from src/date/medici.csv,3 6 2020 20:13
read from src/date/medici.csv,3 6 2020 20:13
read from src/date/angajati.csv,3 6 2020 20:13
read from src/date/pacienti.csv,3 6 2020 20:13
read from src/date/pacienti.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
read from src/date/programari.csv,3 6 2020 20:13
write in src/date/out.csv,3 6 2020 20:13
write in src/date/out.csv,3 6 2020 20:13
read from src/date/medici.csv,3 6 2020 20:16
read from src/date/medici.csv,3 6 2020 20:16
read from src/date/angajati.csv,3 6 2020 20:16
read from src/date/pacienti.csv,3 6 2020 20:16
read from src/date/pacienti.csv,3 6 2020 20:16
read from src/date/programari.csv,3 6 2020 20:16
read from src/date/programari.csv,3 6 2020 20:16
read from src/date/programari.csv,3 6 2020 20:16
read from src/date/programari.csv,3 6 2020 20:16
write in src/date/out.csv,3 6 2020 20:16
write in src/date/out.csv,3 6 2020 20:16
read from src/date/medici.csv,3 6 2020 20:24
read from src/date/medici.csv,3 6 2020 20:24
read from src/date/angajati.csv,3 6 2020 20:24
read from src/date/pacienti.csv,3 6 2020 20:24
read from src/date/pacienti.csv,3 6 2020 20:24
read from src/date/programari.csv,3 6 2020 20:24
read from src/date/programari.csv,3 6 2020 20:24
read from src/date/programari.csv,3 6 2020 20:24
read from src/date/programari.csv,3 6 2020 20:24
write in src/date/out.csv,3 6 2020 20:24
write in src/date/out.csv,3 6 2020 20:24
read from src/date/medici.csv,4 6 2020 12:36
read from src/date/medici.csv,4 6 2020 12:36
read from src/date/angajati.csv,4 6 2020 12:36
read from src/date/pacienti.csv,4 6 2020 12:36
read from src/date/pacienti.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
write in src/date/out.csv,4 6 2020 12:36
write in src/date/out.csv,4 6 2020 12:36
read from src/date/medici.csv,4 6 2020 12:36
read from src/date/medici.csv,4 6 2020 12:36
read from src/date/angajati.csv,4 6 2020 12:36
read from src/date/pacienti.csv,4 6 2020 12:36
read from src/date/pacienti.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
read from src/date/programari.csv,4 6 2020 12:36
write in src/date/out.csv,4 6 2020 12:36
write in src/date/out.csv,4 6 2020 12:36
read from src/date/medici.csv,4 6 2020 12:49
read from src/date/medici.csv,4 6 2020 12:49
read from src/date/angajati.csv,4 6 2020 12:49
read from src/date/pacienti.csv,4 6 2020 12:49
read from src/date/pacienti.csv,4 6 2020 12:49
read from src/date/programari.csv,4 6 2020 12:49
read from src/date/programari.csv,4 6 2020 12:49
read from src/date/programari.csv,4 6 2020 12:49
read from src/date/programari.csv,4 6 2020 12:49
write in src/date/out.csv,4 6 2020 12:49
write in src/date/out.csv,4 6 2020 12:49
read from src/date/medici.csv,4 6 2020 12:52
read from src/date/medici.csv,4 6 2020 12:52
read from src/date/angajati.csv,4 6 2020 12:52
read from src/date/pacienti.csv,4 6 2020 12:52
read from src/date/pacienti.csv,4 6 2020 12:52
read from src/date/programari.csv,4 6 2020 12:52
read from src/date/programari.csv,4 6 2020 12:52
read from src/date/programari.csv,4 6 2020 12:52
read from src/date/programari.csv,4 6 2020 12:52
write in src/date/out.csv,4 6 2020 12:52
write in src/date/out.csv,4 6 2020 12:52
read from src/date/medici.csv,4 6 2020 12:53
read from src/date/medici.csv,4 6 2020 12:53
read from src/date/angajati.csv,4 6 2020 12:53
read from src/date/pacienti.csv,4 6 2020 12:53
read from src/date/pacienti.csv,4 6 2020 12:53
read from src/date/programari.csv,4 6 2020 12:53
read from src/date/programari.csv,4 6 2020 12:53
read from src/date/programari.csv,4 6 2020 12:53
read from src/date/programari.csv,4 6 2020 12:53
write in src/date/out.csv,4 6 2020 12:53
write in src/date/out.csv,4 6 2020 12:53
read from src/date/medici.csv,4 6 2020 12:56
read from src/date/medici.csv,4 6 2020 12:56
read from src/date/angajati.csv,4 6 2020 12:56
read from src/date/pacienti.csv,4 6 2020 12:56
read from src/date/pacienti.csv,4 6 2020 12:56
read from src/date/programari.csv,4 6 2020 12:56
read from src/date/programari.csv,4 6 2020 12:56
read from src/date/programari.csv,4 6 2020 12:56
read from src/date/programari.csv,4 6 2020 12:56
write in src/date/out.csv,4 6 2020 12:56
write in src/date/out.csv,4 6 2020 12:56
read from src/date/medici.csv,4 6 2020 12:57
read from src/date/medici.csv,4 6 2020 12:57
read from src/date/angajati.csv,4 6 2020 12:57
read from src/date/pacienti.csv,4 6 2020 12:57
read from src/date/pacienti.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
write in src/date/out.csv,4 6 2020 12:57
write in src/date/out.csv,4 6 2020 12:57
read from src/date/medici.csv,4 6 2020 12:57
read from src/date/medici.csv,4 6 2020 12:57
read from src/date/angajati.csv,4 6 2020 12:57
read from src/date/pacienti.csv,4 6 2020 12:57
read from src/date/pacienti.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
read from src/date/programari.csv,4 6 2020 12:57
write in src/date/out.csv,4 6 2020 12:57
write in src/date/out.csv,4 6 2020 12:57
read from src/date/medici.csv,4 6 2020 13:01
read from src/date/medici.csv,4 6 2020 13:01
read from src/date/angajati.csv,4 6 2020 13:01
read from src/date/pacienti.csv,4 6 2020 13:01
read from src/date/pacienti.csv,4 6 2020 13:01
read from src/date/programari.csv,4 6 2020 13:01
read from src/date/programari.csv,4 6 2020 13:01
read from src/date/programari.csv,4 6 2020 13:01
read from src/date/programari.csv,4 6 2020 13:01
write in src/date/out.csv,4 6 2020 13:01
write in src/date/out.csv,4 6 2020 13:01
read from src/date/medici.csv,4 6 2020 13:06
read from src/date/medici.csv,4 6 2020 13:06
read from src/date/angajati.csv,4 6 2020 13:06
read from src/date/pacienti.csv,4 6 2020 13:06
read from src/date/pacienti.csv,4 6 2020 13:06
read from src/date/programari.csv,4 6 2020 13:06
read from src/date/programari.csv,4 6 2020 13:06
read from src/date/programari.csv,4 6 2020 13:06
read from src/date/programari.csv,4 6 2020 13:06
write in src/date/out.csv,4 6 2020 13:06
write in src/date/out.csv,4 6 2020 13:06
read from src/date/medici.csv,4 6 2020 13:07
read from src/date/medici.csv,4 6 2020 13:07
read from src/date/angajati.csv,4 6 2020 13:07
read from src/date/pacienti.csv,4 6 2020 13:07
read from src/date/pacienti.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
write in src/date/out.csv,4 6 2020 13:07
write in src/date/out.csv,4 6 2020 13:07
read from src/date/medici.csv,4 6 2020 13:07
read from src/date/medici.csv,4 6 2020 13:07
read from src/date/angajati.csv,4 6 2020 13:07
read from src/date/pacienti.csv,4 6 2020 13:07
read from src/date/pacienti.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
read from src/date/programari.csv,4 6 2020 13:07
write in src/date/out.csv,4 6 2020 13:07
write in src/date/out.csv,4 6 2020 13:07
read from src/date/medici.csv,4 6 2020 13:08
read from src/date/medici.csv,4 6 2020 13:08
read from src/date/angajati.csv,4 6 2020 13:08
read from src/date/pacienti.csv,4 6 2020 13:08
read from src/date/pacienti.csv,4 6 2020 13:08
read from src/date/programari.csv,4 6 2020 13:08
read from src/date/programari.csv,4 6 2020 13:08
read from src/date/programari.csv,4 6 2020 13:08
read from src/date/programari.csv,4 6 2020 13:08
write in src/date/out.csv,4 6 2020 13:08
write in src/date/out.csv,4 6 2020 13:08
read from src/date/medici.csv,4 6 2020 13:10
read from src/date/medici.csv,4 6 2020 13:10
read from src/date/angajati.csv,4 6 2020 13:10
read from src/date/pacienti.csv,4 6 2020 13:10
read from src/date/pacienti.csv,4 6 2020 13:10
read from src/date/programari.csv,4 6 2020 13:10
read from src/date/programari.csv,4 6 2020 13:10
read from src/date/programari.csv,4 6 2020 13:10
read from src/date/programari.csv,4 6 2020 13:10
write in src/date/out.csv,4 6 2020 13:10
write in src/date/out.csv,4 6 2020 13:10
read from src/date/medici.csv,4 6 2020 13:11
read from src/date/medici.csv,4 6 2020 13:11
read from src/date/angajati.csv,4 6 2020 13:11
read from src/date/pacienti.csv,4 6 2020 13:11
read from src/date/pacienti.csv,4 6 2020 13:11
read from src/date/programari.csv,4 6 2020 13:11
read from src/date/programari.csv,4 6 2020 13:11
read from src/date/programari.csv,4 6 2020 13:11
read from src/date/programari.csv,4 6 2020 13:11
write in src/date/out.csv,4 6 2020 13:11
write in src/date/out.csv,4 6 2020 13:11
read from src/date/medici.csv,4 6 2020 13:12
read from src/date/medici.csv,4 6 2020 13:12
read from src/date/angajati.csv,4 6 2020 13:12
read from src/date/pacienti.csv,4 6 2020 13:12
read from src/date/pacienti.csv,4 6 2020 13:12
read from src/date/programari.csv,4 6 2020 13:12
read from src/date/programari.csv,4 6 2020 13:12
read from src/date/programari.csv,4 6 2020 13:12
read from src/date/programari.csv,4 6 2020 13:12
write in src/date/out.csv,4 6 2020 13:12
write in src/date/out.csv,4 6 2020 13:12
read from src/date/medici.csv,4 6 2020 13:13
read from src/date/medici.csv,4 6 2020 13:13
read from src/date/angajati.csv,4 6 2020 13:13
read from src/date/pacienti.csv,4 6 2020 13:13
read from src/date/pacienti.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
write in src/date/out.csv,4 6 2020 13:13
write in src/date/out.csv,4 6 2020 13:13
read from src/date/medici.csv,4 6 2020 13:13
read from src/date/medici.csv,4 6 2020 13:13
read from src/date/angajati.csv,4 6 2020 13:13
read from src/date/pacienti.csv,4 6 2020 13:13
read from src/date/pacienti.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
read from src/date/programari.csv,4 6 2020 13:13
write in src/date/out.csv,4 6 2020 13:13
write in src/date/out.csv,4 6 2020 13:13
read from src/date/medici.csv,4 6 2020 13:19
read from src/date/medici.csv,4 6 2020 13:19
read from src/date/angajati.csv,4 6 2020 13:19
read from src/date/pacienti.csv,4 6 2020 13:19
read from src/date/pacienti.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
write in src/date/out.csv,4 6 2020 13:19
write in src/date/out.csv,4 6 2020 13:19
read from src/date/medici.csv,4 6 2020 13:19
read from src/date/medici.csv,4 6 2020 13:19
read from src/date/angajati.csv,4 6 2020 13:19
read from src/date/pacienti.csv,4 6 2020 13:19
read from src/date/pacienti.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
read from src/date/programari.csv,4 6 2020 13:19
write in src/date/out.csv,4 6 2020 13:19
write in src/date/out.csv,4 6 2020 13:19
read from src/date/medici.csv,4 6 2020 13:23
read from src/date/medici.csv,4 6 2020 13:23
read from src/date/angajati.csv,4 6 2020 13:23
read from src/date/pacienti.csv,4 6 2020 13:23
read from src/date/pacienti.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
write in src/date/out.csv,4 6 2020 13:23
write in src/date/out.csv,4 6 2020 13:23
read from src/date/medici.csv,4 6 2020 13:23
read from src/date/medici.csv,4 6 2020 13:23
read from src/date/angajati.csv,4 6 2020 13:23
read from src/date/pacienti.csv,4 6 2020 13:23
read from src/date/pacienti.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
read from src/date/programari.csv,4 6 2020 13:23
write in src/date/out.csv,4 6 2020 13:23
write in src/date/out.csv,4 6 2020 13:23
read from src/date/medici.csv,4 6 2020 13:24
read from src/date/medici.csv,4 6 2020 13:24
read from src/date/angajati.csv,4 6 2020 13:24
read from src/date/pacienti.csv,4 6 2020 13:24
read from src/date/pacienti.csv,4 6 2020 13:24
read from src/date/programari.csv,4 6 2020 13:24
read from src/date/programari.csv,4 6 2020 13:24
read from src/date/programari.csv,4 6 2020 13:24
read from src/date/programari.csv,4 6 2020 13:24
write in src/date/out.csv,4 6 2020 13:24
write in src/date/out.csv,4 6 2020 13:24
read from src/date/medici.csv,4 6 2020 13:26
read from src/date/medici.csv,4 6 2020 13:26
read from src/date/angajati.csv,4 6 2020 13:26
read from src/date/pacienti.csv,4 6 2020 13:26
read from src/date/pacienti.csv,4 6 2020 13:26
read from src/date/programari.csv,4 6 2020 13:26
read from src/date/programari.csv,4 6 2020 13:26
read from src/date/programari.csv,4 6 2020 13:26
read from src/date/programari.csv,4 6 2020 13:26
write in src/date/out.csv,4 6 2020 13:26
write in src/date/out.csv,4 6 2020 13:26
read from src/date/medici.csv,4 6 2020 13:28
read from src/date/medici.csv,4 6 2020 13:28
read from src/date/angajati.csv,4 6 2020 13:28
read from src/date/pacienti.csv,4 6 2020 13:28
read from src/date/pacienti.csv,4 6 2020 13:28
read from src/date/programari.csv,4 6 2020 13:28
read from src/date/programari.csv,4 6 2020 13:28
read from src/date/programari.csv,4 6 2020 13:28
read from src/date/programari.csv,4 6 2020 13:28
write in src/date/out.csv,4 6 2020 13:28
write in src/date/out.csv,4 6 2020 13:28
read from src/date/medici.csv,4 6 2020 13:29
read from src/date/medici.csv,4 6 2020 13:29
read from src/date/angajati.csv,4 6 2020 13:29
read from src/date/pacienti.csv,4 6 2020 13:29
read from src/date/pacienti.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
write in src/date/out.csv,4 6 2020 13:29
write in src/date/out.csv,4 6 2020 13:29
read from src/date/medici.csv,4 6 2020 13:29
read from src/date/medici.csv,4 6 2020 13:29
read from src/date/angajati.csv,4 6 2020 13:29
read from src/date/pacienti.csv,4 6 2020 13:29
read from src/date/pacienti.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
read from src/date/programari.csv,4 6 2020 13:29
write in src/date/out.csv,4 6 2020 13:29
write in src/date/out.csv,4 6 2020 13:29
read from src/date/medici.csv,4 6 2020 13:49
read from src/date/medici.csv,4 6 2020 13:49
read from src/date/angajati.csv,4 6 2020 13:49
read from src/date/pacienti.csv,4 6 2020 13:49
read from src/date/pacienti.csv,4 6 2020 13:49
read from src/date/programari.csv,4 6 2020 13:49
read from src/date/programari.csv,4 6 2020 13:49
read from src/date/programari.csv,4 6 2020 13:49
read from src/date/programari.csv,4 6 2020 13:49
write in src/date/out.csv,4 6 2020 13:49
write in src/date/out.csv,4 6 2020 13:49
read from src/date/medici.csv,4 6 2020 13:54
read from src/date/medici.csv,4 6 2020 13:54
read from src/date/angajati.csv,4 6 2020 13:54
read from src/date/pacienti.csv,4 6 2020 13:54
read from src/date/pacienti.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
write in src/date/out.csv,4 6 2020 13:54
write in src/date/out.csv,4 6 2020 13:54
read from src/date/medici.csv,4 6 2020 13:54
read from src/date/medici.csv,4 6 2020 13:54
read from src/date/angajati.csv,4 6 2020 13:54
read from src/date/pacienti.csv,4 6 2020 13:54
read from src/date/pacienti.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
read from src/date/programari.csv,4 6 2020 13:54
write in src/date/out.csv,4 6 2020 13:54
write in src/date/out.csv,4 6 2020 13:54
read from src/date/pacienti.csv,4 6 2020 13:59
read from src/date/pacienti.csv,4 6 2020 13:59
read from src/date/programari.csv,4 6 2020 13:59
read from src/date/programari.csv,4 6 2020 13:59
read from src/date/programari.csv,4 6 2020 13:59
read from src/date/programari.csv,4 6 2020 13:59
write in src/date/out.csv,4 6 2020 13:59
write in src/date/out.csv,4 6 2020 13:59
